"资料ID","文件名","扩展名","文件大小字节","修改时间","主题粗分类","核验状态","原始路径"
"MAT-0086","5.知乎盐选 _ 如何做好市场环境、产品和竞品的数据分析？.pdf",".pdf","782753","2026-08-18 14:56:32","商业与产品","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\5.知乎盐选 _ 如何做好市场环境、产品和竞品的数据分析？.pdf"
"MAT-0087","5.知乎盐选 _ 作者和主角绝逼是真爱.pdf",".pdf","1215049","2026-08-18 14:56:32","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\5.知乎盐选 _ 作者和主角绝逼是真爱.pdf"
"MAT-0088","5惊魂逃离：混混走投无路时，能相信的只有警察.pdf",".pdf","1049121","2026-08-18 14:56:32","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\5惊魂逃离：混混走投无路时，能相信的只有警察.pdf"
"MAT-0089","6.知乎盐选 _ 后台设置，这些细节一定要做好【资源精选‖更多关注：CunworkNotes】.pdf",".pdf","840561","2026-08-18 14:56:33","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\6.知乎盐选 _ 后台设置，这些细节一定要做好【资源精选‖更多关注：CunworkNotes】.pdf"
"MAT-0090","6.知乎盐选 _ 恰红尘.pdf",".pdf","1032786","2026-08-18 14:56:33","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\6.知乎盐选 _ 恰红尘.pdf"
"MAT-0091","6.知乎盐选 _ 泰国来的冠军.pdf",".pdf","735674","2026-08-18 14:56:33","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\6.知乎盐选 _ 泰国来的冠军.pdf"
"MAT-0092","6缅甸猴王的杀戮生意：猴子救过我的命，我以杀猴子为生.pdf",".pdf","1273342","2026-08-18 14:56:33","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\6缅甸猴王的杀戮生意：猴子救过我的命，我以杀猴子为生.pdf"
"MAT-0093","7.知乎盐选 _ 爱于未见处.pdf",".pdf","798711","2026-08-18 14:56:33","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\7.知乎盐选 _ 爱于未见处.pdf"
"MAT-0094","7.知乎盐选 _ 他们带我找_.pdf",".pdf","797399","2026-08-18 14:56:33","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\7.知乎盐选 _ 他们带我找_.pdf"
"MAT-0095","7.知乎盐选 _ 优秀运营的核心技能 1：立竿见影的免费推广.pdf",".pdf","786947","2026-08-18 14:56:34","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\7.知乎盐选 _ 优秀运营的核心技能 1：立竿见影的免费推广.pdf"
"MAT-0096","7孩子失踪后，他们当了人贩子：极端恶行存在合理动机吗？.pdf",".pdf","1091689","2026-08-18 14:56:34","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\7孩子失踪后，他们当了人贩子：极端恶行存在合理动机吗？.pdf"
"MAT-0097","8.知乎盐选 _ 恶毒配许珍珍【耗时整理‖ cunlove.cn】.pdf",".pdf","1052734","2026-08-18 14:56:34","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\8.知乎盐选 _ 恶毒配许珍珍【耗时整理‖ cunlove.cn】.pdf"
"MAT-0098","8.知乎盐选 _ 优秀运营的核心技能 2：有技术含量的付费推广.pdf",".pdf","615742","2026-08-18 14:56:34","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\8.知乎盐选 _ 优秀运营的核心技能 2：有技术含量的付费推广.pdf"
"MAT-0099","8.知乎盐选 _ 在滨江道干群架.pdf",".pdf","684815","2026-08-18 14:56:34","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\8.知乎盐选 _ 在滨江道干群架.pdf"
"MAT-0100","8亡命导游变形记：端环境下性会变得多阴暗？.pdf",".pdf","1107375","2026-08-18 14:56:34","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\8亡命导游变形记：端环境下性会变得多阴暗？.pdf"
"MAT-0101","9.知乎盐选 _ 得罪了大人物.pdf",".pdf","732304","2026-08-18 14:56:35","故事与案例","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\9.知乎盐选 _ 得罪了大人物.pdf"
"MAT-0102","9.知乎盐选 _ 花若离枝.pdf",".pdf","1186327","2026-08-18 14:56:35","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\9.知乎盐选 _ 花若离枝.pdf"
"MAT-0103","9.知乎盐选 _ 如何参与威力巨大的拼多多营销活动？.pdf",".pdf","900260","2026-08-18 14:56:35","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\9.知乎盐选 _ 如何参与威力巨大的拼多多营销活动？.pdf"
"MAT-0104","9纹身店老板：她有漂亮姑娘和两把手枪.pdf",".pdf","1135888","2026-08-18 14:56:35","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\9纹身店老板：她有漂亮姑娘和两把手枪.pdf"
"MAT-0105","暗恋时最心塞的瞬间是哪一刻？ - 知乎.pdf",".pdf","2321946","2026-08-18 14:56:41","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\暗恋时最心塞的瞬间是哪一刻？ - 知乎.pdf"
"MAT-0106","本来只是想装逼，结果装逼太成功让人深信不疑是种什么样的体验？ - 知乎【整理不易‖记得关注：CunWorKNotes】.pdf",".pdf","1016390","2026-08-18 14:56:42","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\本来只是想装逼，结果装逼太成功让人深信不疑是种什么样的体验？ - 知乎【整理不易‖记得关注：CunWorKNotes】.pdf"
"MAT-0107","病娇爱上病娇是什么样的体验？ - 知乎.pdf",".pdf","1755551","2026-08-18 14:56:41","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\病娇爱上病娇是什么样的体验？ - 知乎.pdf"
"MAT-0108","产品物料编码规则原件10-07.pdf",".pdf","91193","2026-08-18 14:56:43","商业与产品","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\产品物料编码规则原件10-07.pdf"
"MAT-0109","出轨很容易被发现吗？ - 知乎.pdf",".pdf","1094203","2026-08-18 14:56:42","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\出轨很容易被发现吗？ - 知乎.pdf"
"MAT-0110","出生在有钱人家什么感觉_ - 知乎.pdf",".pdf","1979742","2026-08-18 14:56:43","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\出生在有钱人家什么感觉_ - 知乎.pdf"
"MAT-0111","从暧昧阶段怎么转为恋人关系？ - 知乎.pdf",".pdf","500824","2026-08-18 14:56:42","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\从暧昧阶段怎么转为恋人关系？ - 知乎.pdf"
"MAT-0112","摧毁一个家长有多简单？ - 叶小白 的回答 - 知乎【良心整理‖免费获取：cunloVe.cn】.pdf",".pdf","2346129","2026-08-18 14:56:42","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\摧毁一个家长有多简单？ - 叶小白 的回答 - 知乎【良心整理‖免费获取：cunloVe.cn】.pdf"
"MAT-0113","摧毁一个家长有多简单？ - 知乎.pdf",".pdf","667848","2026-08-18 14:56:42","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\摧毁一个家长有多简单？ - 知乎.pdf"
"MAT-0114","大部分直男喜欢怎样的女生？ - 知乎.pdf",".pdf","1049030","2026-08-18 14:56:43","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\大部分直男喜欢怎样的女生？ - 知乎.pdf"
"MAT-0115","大多数有的生都是“扶魔(1)[CC下载站：www.52sk3.com].pdf",".pdf","2173443","2026-08-18 14:56:43","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\大多数有的生都是“扶魔(1)[CC下载站：www.52sk3.com].pdf"
"MAT-0116","大户人家的妾和平民百姓的妻，哪个是古代女子更向往的归宿？ - 知乎.pdf",".pdf","1951079","2026-08-18 14:56:44","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\大户人家的妾和平民百姓的妻，哪个是古代女子更向往的归宿？ - 知乎.pdf"
"MAT-0117","大家都是在什么情况下表白的？表白说什么呀？ - 知乎 (1).pdf",".pdf","1574679","2026-08-18 14:56:44","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\大家都是在什么情况下表白的？表白说什么呀？ - 知乎 (1).pdf"
"MAT-0118","大家都是在什么情况下表白的？表白说什么呀？ - 知乎.pdf",".pdf","1577857","2026-08-18 14:56:45","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\大家都是在什么情况下表白的？表白说什么呀？ - 知乎.pdf"
"MAT-0119","大家身边有没有莫名其妙就失踪的人？ - 故事档案局 的回答 - 知乎.pdf",".pdf","1487883","2026-08-18 14:56:45","故事与案例","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\大家身边有没有莫名其妙就失踪的人？ - 故事档案局 的回答 - 知乎.pdf"
"MAT-0120","大家有什么 n 的小说推荐？ - 知乎.pdf",".pdf","1674953","2026-08-18 14:56:45","故事与案例","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\大家有什么 n 的小说推荐？ - 知乎.pdf"
"MAT-0121","大寝室的关系可以可怕到什么程度？ - 知乎【优质合集‖免费获取：cunlove.cN】.pdf",".pdf","1557502","2026-08-18 14:56:46","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\大寝室的关系可以可怕到什么程度？ - 知乎【优质合集‖免费获取：cunlove.cN】.pdf"
"MAT-0122","大学到底是考研还是选择就业？ - 知乎【不易整理‖请关注：CunWorkNoteS】.pdf",".pdf","451329","2026-08-18 14:56:46","职场与表达","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\大学到底是考研还是选择就业？ - 知乎【不易整理‖请关注：CunWorkNoteS】.pdf"
"MAT-0123","当霸道总裁文里出现沙雕主会是怎么样的情节？ - 知乎.pdf",".pdf","2313909","2026-08-18 14:56:43","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\当霸道总裁文里出现沙雕主会是怎么样的情节？ - 知乎.pdf"
"MAT-0124","当古言虐文遇见沙雕主，会是什么样的情景_ - 知乎.pdf",".pdf","1032043","2026-08-18 14:56:44","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\当古言虐文遇见沙雕主，会是什么样的情景_ - 知乎.pdf"
"MAT-0125","当你穿越到修仙文被病娇配勾引的恶毒配身上，该怎么办？ - 十两相思 的回答 - 知乎.pdf",".pdf","5943379","2026-08-18 14:56:46","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\当你穿越到修仙文被病娇配勾引的恶毒配身上，该怎么办？ - 十两相思 的回答 - 知乎.pdf"
"MAT-0126","当你的老公_朋友知道你怀孕是什么反应？ - 知乎.pdf",".pdf","1030308","2026-08-18 14:56:46","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\当你的老公_朋友知道你怀孕是什么反应？ - 知乎.pdf"
"MAT-0127","当沙雕女主遇到病娇偏执男主会发生什么_ - 知乎.pdf",".pdf","3844847","2026-08-18 14:56:46","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\当沙雕女主遇到病娇偏执男主会发生什么_ - 知乎.pdf"
"MAT-0128","到目前为止，你做过的最「」的作是什么？ - 知乎.pdf",".pdf","1153918","2026-08-18 14:56:45","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\到目前为止，你做过的最「」的作是什么？ - 知乎.pdf"
"MAT-0129","二郎神杨戬到底有多强？ - 知乎.pdf",".pdf","3465859","2026-08-18 14:56:47","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\二郎神杨戬到底有多强？ - 知乎.pdf"
"MAT-0130","番外·合欢 - 知乎.pdf",".pdf","1130335","2026-08-18 14:56:48","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\番外·合欢 - 知乎.pdf"
"MAT-0131","番外·溯梦 - 知乎.pdf",".pdf","1405852","2026-08-18 14:56:48","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\番外·溯梦 - 知乎.pdf"
"MAT-0132","父母有哪些骚操作让你至今记忆犹新？ - 知乎.pdf",".pdf","758479","2026-08-18 14:56:47","待人工归类","待内容核验","D:\整体视频流程重建\资料库\原始资料\知乎付费1090篇合集 - 精选知乎各领域的深度好文\父母有哪些骚操作让你至今记忆犹新？ - 知乎.pdf"
